nctId,Cluster,PCA1,PCA2,Combined_Text,Top_10_words_text
nct06563037,2,-0.04199901277171781,-0.040413669306253265,valgus hallux athletes cameras pattern knee dynamic 30cm kistler abdulhamid,"valgus, hallux, athletes, cameras, pattern, knee, dynamic, 30cm, kistler, abdulhamid"
nct06442826,1,-0.07292518744832485,-0.15318843297360474,tecnocampus students auricular anxiety depression maresme exam mataró stimulation fundació,"tecnocampus, students, auricular, anxiety, depression, maresme, exam, mataró, stimulation, fundació"
nct06584305,3,-0.003782380165348358,0.013666596485041742,bdd ai dysmorphic bddq surgery aesthetic cosmetic disorder risk screening,"bdd, ai, dysmorphic, bddq, surgery, aesthetic, cosmetic, disorder, risk, screening"
nct06400979,4,-0.027587214206980463,-0.011173121593952094,aromatherapy nausea anxiety hospitalized decreasing plants oils acute pain qualtrix,"aromatherapy, nausea, anxiety, hospitalized, decreasing, plants, oils, acute, pain, qualtrix"
nct06490666,3,-0.0396273843631176,0.10261770663066414,spinal hypotension pulsatility anesthesia index haiti predict post predictor femoral,"spinal, hypotension, pulsatility, anesthesia, index, haiti, predict, post, predictor, femoral"
nct06463106,3,0.026370639766698248,0.013771629513118696,cfs fatigue endothelial cov sars covid dysfunction syndromes infection mbh,"cfs, fatigue, endothelial, cov, sars, covid, dysfunction, syndromes, infection, mbh"
nct06446180,3,0.0003711120625772871,0.059132453670109504,gsh ssk12 riom oral lip mucositis om k12 salivarius mice,"gsh, ssk12, riom, oral, lip, mucositis, om, k12, salivarius, mice"
nct06519838,4,0.0002925791345117487,0.08396702346241088,eh dental warming anesthesia local perception injection hg bp patients,"eh, dental, warming, anesthesia, local, perception, injection, hg, bp, patients"
nct06624345,2,-0.05021299296990576,-0.042123180630402816,inspiratory muscle gravis myasthenia recovery training variants genetic strength aerobic,"inspiratory, muscle, gravis, myasthenia, recovery, training, variants, genetic, strength, aerobic"
nct06628544,3,0.031132704725227493,0.030112337493953707,bcg vaccination metformin albicans mycobacterium restimulated zhongnan humanoptics aay pbmcs,"bcg, vaccination, metformin, albicans, mycobacterium, restimulated, zhongnan, humanoptics, aay, pbmcs"
nct06534476,1,-0.05735826928155551,-0.01626616296443099,hd fluid care self ability restriction patients ckd hemodialysis education,"hd, fluid, care, self, ability, restriction, patients, ckd, hemodialysis, education"
nct06596928,1,0.0942290931009979,-0.06951943155208919,testosterone supplement sexual levels disorder thomas mood day function anyone,"testosterone, supplement, sexual, levels, disorder, thomas, mood, day, function, anyone"
nct06661135,3,-0.019130199637382106,0.10494449883322397,pancreaticoduodenectomy tlpd opd laparoscopic tumors pancreatic pd lpd open pancreas,"pancreaticoduodenectomy, tlpd, opd, laparoscopic, tumors, pancreatic, pd, lpd, open, pancreas"
nct06502470,3,0.07182243947902979,0.011557228128254094,abdominoplasty ellacor areas procedure skin tissue treated cytrellis healing densities,"abdominoplasty, ellacor, areas, procedure, skin, tissue, treated, cytrellis, healing, densities"
nct06565312,6,0.05132450909974257,-0.007842336910085262,vaginal suppository jinhua probiotic love ph wellness health imbalance zhejiang,"vaginal, suppository, jinhua, probiotic, love, ph, wellness, health, imbalance, zhejiang"
nct06451237,3,0.012665443149639025,0.04652060679610666,acne isotretinoin weekend duplicate maintenance anthropometric transplant full profile remission,"acne, isotretinoin, weekend, duplicate, maintenance, anthropometric, transplant, full, profile, remission"
nct06680713,2,0.019243032269182846,-0.12689497222018062,fgf21 inactive test physically exercise 30w lactate blood sse load,"fgf21, inactive, test, physically, exercise, 30w, lactate, blood, sse, load"
nct06535217,1,-0.022536149749844706,-0.015772653898262164,donor exam dgf stick blend oil graft transplantation liver swipes,"donor, exam, dgf, stick, blend, oil, graft, transplantation, liver, swipes"
nct06440187,3,0.07418897359242183,0.09113866843151423,gemcitabine npc metastatic recurred nivolumab carcinoma nasopharyngeal patient pd recurrent,"gemcitabine, npc, metastatic, recurred, nivolumab, carcinoma, nasopharyngeal, patient, pd, recurrent"
nct06612164,1,0.0054078006431996515,-0.11543860181535821,kefir consumption gastrointestinal immunity biochemical items better gsrs intervention sildenafil,"kefir, consumption, gastrointestinal, immunity, biochemical, items, better, gsrs, intervention, sildenafil"
nct06733961,3,0.018615717029941938,0.04865831159474432,scube vap apt pte diagnosis embolism serum pulmonary thromboembolism acute,"scube, vap, apt, pte, diagnosis, embolism, serum, pulmonary, thromboembolism, acute"
nct06439511,1,0.014628669819517858,-0.029229468392616323,hit rca pulsoxymetry rvsm session valais darwin smartphone rate heart,"hit, rca, pulsoxymetry, rvsm, session, valais, darwin, smartphone, rate, heart"
nct06415565,1,-0.06330424882856465,-0.03717054403978641,depression beck fibromyalgia mobilization thoracic indicate uskudar 63 scores attitudes,"depression, beck, fibromyalgia, mobilization, thoracic, indicate, uskudar, 63, scores, attitudes"
nct06407765,2,-0.09173392949657452,-0.17999000655934141,task dual backward balance children palsy cerebral training walking berg,"task, dual, backward, balance, children, palsy, cerebral, training, walking, berg"
nct06644638,3,-0.007247826108601371,0.05460919450751833,dmts injectable dmt fumarate beta interferon 1a ofatumumab omb claims,"dmts, injectable, dmt, fumarate, beta, interferon, 1a, ofatumumab, omb, claims"
nct06453070,3,-0.03998460774338837,-0.015027593314069703,aggression forensic pilates kalyoncu traumas hasan distortions psychiatry childhood çanakkale,"aggression, forensic, pilates, kalyoncu, traumas, hasan, distortions, psychiatry, childhood, çanakkale"
nct06639646,1,-0.015052611089014869,-0.06164848397686812,depression supplement probiotics hemodialysis probiotic antimicrobial phq9 kansas arabic symptoms,"depression, supplement, probiotics, hemodialysis, probiotic, antimicrobial, phq9, kansas, arabic, symptoms"
nct06709599,2,-0.03770895629183694,-0.15393370845647938,training mma biochemical athletes recovery psychological martial markers arts stress,"training, mma, biochemical, athletes, recovery, psychological, martial, markers, arts, stress"
nct06607172,1,0.11051103078295363,-0.013544285989947757,flosser cpc 075 water functioning gum dental gingivitis oral chemistry,"flosser, cpc, 075, water, functioning, gum, dental, gingivitis, oral, chemistry"
nct06548503,1,0.10867168938892834,-0.021395585114398798,samples ros saliva mi quinone pyrroloquinoline wine coq10 acid urine,"samples, ros, saliva, mi, quinone, pyrroloquinoline, wine, coq10, acid, urine"
nct06399471,2,-0.04209087812156254,-0.03117913427125957,amputation prosthetist physiatrist mpk knee individuals report mpks patient personalizing,"amputation, prosthetist, physiatrist, mpk, knee, individuals, report, mpks, patient, personalizing"
nct06441318,8,0.2603141588302,-0.036445311313181517,qt povorcitinib interval qtc nanjing incyte screening simulation fridericia laboratory,"qt, povorcitinib, interval, qtc, nanjing, incyte, screening, simulation, fridericia, laboratory"
nct06411496,3,-0.06015960965633189,0.09396085025362497,models usansolo galdakao hud learning hua validation risk hospital machine,"models, usansolo, galdakao, hud, learning, hua, validation, risk, hospital, machine"
nct06599450,0,0.00524899786624012,0.1259429453016373,parasymphyseal implants overdentures mandibular symphyseal implant plaque constipation loading masticatory,"parasymphyseal, implants, overdentures, mandibular, symphyseal, implant, plaque, constipation, loading, masticatory"
nct06433089,4,-0.05057077362050273,0.10910314940426677,bsm ta beating myectomy paravertebral transapical recharge postoperative cardiomyopathy septal,"bsm, ta, beating, myectomy, paravertebral, transapical, recharge, postoperative, cardiomyopathy, septal"
nct06674070,1,-0.025077657584311595,-0.013202847059859718,valproic scn2a epileptic polymorphism delirium paediatric acid epilepsy qol vpa,"valproic, scn2a, epileptic, polymorphism, delirium, paediatric, acid, epilepsy, qol, vpa"
nct06558058,7,0.3103937834236974,-0.021829781225791964,bayer rivaroxaban 00 coated film pt medica dexa indonesia tablet,"bayer, rivaroxaban, 00, coated, film, pt, medica, dexa, indonesia, tablet"
nct06552481,7,0.07070123384319077,0.02537232840086597,pwd np wound device metis soft subjects gbm dressing vac,"pwd, np, wound, device, metis, soft, subjects, gbm, dressing, vac"
nct06595082,1,0.05518867397329282,-0.07340954219054242,lupins brine consumption meat dietary blood markers ga gut teramo,"lupins, brine, consumption, meat, dietary, blood, markers, ga, gut, teramo"
nct06411015,3,-0.034168019203625735,0.10409872442371444,spinal bydgoszcz survival radboud model prediction lesion metastasis symptomatic epidural,"spinal, bydgoszcz, survival, radboud, model, prediction, lesion, metastasis, symptomatic, epidural"
nct06717672,4,-0.04309056547448562,0.05530821061950335,lidocaine opioid crown perioperative consumption expose liaquat indicated ambulatory pain,"lidocaine, opioid, crown, perioperative, consumption, expose, liaquat, indicated, ambulatory, pain"
nct06707181,3,-0.001857943722832046,0.025519672043445008,silodosin stones tadalafil tamsulosin ureteral superfloss plus incontinence expulsive urinary,"silodosin, stones, tadalafil, tamsulosin, ureteral, superfloss, plus, incontinence, expulsive, urinary"
nct06629870,1,-0.052296008832421824,-0.02190153584728819,dental anxiety vr restorative hypnotherapy intracranial fear tech ringer progression,"dental, anxiety, vr, restorative, hypnotherapy, intracranial, fear, tech, ringer, progression"
nct06429644,3,-0.043377178421720154,0.11032206673315739,brca1 bcs mutations breast mastectomy recurrence oncologic matched regulators conserving,"brca1, bcs, mutations, breast, mastectomy, recurrence, oncologic, matched, regulators, conserving"
nct06519409,0,0.014231811701356062,0.06288275794218966,furcation photodynamic xenograft defects class cerabone 5fr 10fr ureteroscope krishnadevaraya,"furcation, photodynamic, xenograft, defects, class, cerabone, 5fr, 10fr, ureteroscope, krishnadevaraya"
nct06522633,3,-0.024389753106147424,0.07019057007913432,esophageal opioid manometry discontinuation resolution motility opioids dysphagia manometric discontinuing,"esophageal, opioid, manometry, discontinuation, resolution, motility, opioids, dysphagia, manometric, discontinuing"
nct06516536,1,-0.05022993981045359,-0.1937719905531806,mindfulness students cevs mbsr interventions pranamaya health amh jaén mental,"mindfulness, students, cevs, mbsr, interventions, pranamaya, health, amh, jaén, mental"
nct06432751,3,0.01806912906853902,0.12987948291523804,operative esketamine kidney acute cardiac surgery injury renal point sglt2i,"operative, esketamine, kidney, acute, cardiac, surgery, injury, renal, point, sglt2i"
nct06670690,1,-0.03168592319422152,-0.03464991721703187,ivabradine atenolol propranolol bloodless postpartum premedication walking comfort spine field,"ivabradine, atenolol, propranolol, bloodless, postpartum, premedication, walking, comfort, spine, field"
nct06400875,7,0.16991445107220257,0.032003284232301046,ulcer porcine wound placental sterilized enrollment subject index convatec subjects,"ulcer, porcine, wound, placental, sterilized, enrollment, subject, index, convatec, subjects"
nct06694623,0,-0.02393745060169901,0.1372904740345412,strip apically graft keratinized flap gingival positioned tissue free periosteum,"strip, apically, graft, keratinized, flap, gingival, positioned, tissue, free, periosteum"
nct06484998,1,-0.08180356550345667,-0.044458738800800576,compomer anxiety preferences dental restorative colour children anxious restoration relationship,"compomer, anxiety, preferences, dental, restorative, colour, children, anxious, restoration, relationship"
nct06713395,1,-0.06615651107020995,-0.04220703411353885,perma glioma floss anxiety cement emotions adherence psychological band sham,"perma, glioma, floss, anxiety, cement, emotions, adherence, psychological, band, sham"
nct06519214,1,-0.04064399211067642,-0.17541837162495838,academic media social parametric performance 289 tongue schools correlation television,"academic, media, social, parametric, performance, 289, tongue, schools, correlation, television"
nct06557837,2,-0.04495901135562515,-0.013702296435188301,sagittal c7 walking deterioration glycaemic sts gait hru testican imbalance,"sagittal, c7, walking, deterioration, glycaemic, sts, gait, hru, testican, imbalance"
nct06441409,3,0.002110075357826759,-0.023012612044921544,ferritin masld liver serum steatotic plyometric lifestyle levels xiamen iron,"ferritin, masld, liver, serum, steatotic, plyometric, lifestyle, levels, xiamen, iron"
nct06464523,6,0.02334177172818012,-0.08566041124860141,hpv knowledge teachers mexidol items screening ersoy 156 directorate akif,"hpv, knowledge, teachers, mexidol, items, screening, ersoy, 156, directorate, akif"
nct06651710,1,0.007882919323264579,-0.10622569465178429,mood disturbance score vigor range anger hgn zynamite jaén tension,"mood, disturbance, score, vigor, range, anger, hgn, zynamite, jaén, tension"
nct06481800,3,-0.052431485409256566,-0.024819927023763604,restless hemodialysis rls propolis legs mti lymphatic drainage dialysis pmr,"restless, hemodialysis, rls, propolis, legs, mti, lymphatic, drainage, dialysis, pmr"
nct06650722,1,-0.03556713454960215,-0.018165638878853602,vaccination ile groupe sud workers hospitalier healthcare france knowledge solving,"vaccination, ile, groupe, sud, workers, hospitalier, healthcare, france, knowledge, solving"
nct06436261,7,0.14221254097882316,-0.0028526775634938363,procedure post cream tolerability fractional rejuvenation hybrid subjects photodamage griffiths,"procedure, post, cream, tolerability, fractional, rejuvenation, hybrid, subjects, photodamage, griffiths"
nct06667024,4,-0.01317141676002712,0.1532745092805378,cruciate arthroscopic ligament reconstruction dexmedetomidine hyperbaric anterior analgesia surgeries amplatzer,"cruciate, arthroscopic, ligament, reconstruction, dexmedetomidine, hyperbaric, anterior, analgesia, surgeries, amplatzer"
nct06413901,3,-0.035909748563835664,0.04479587353034473,absorbable dph penile hypospadias braided boys urethral monofilament chordae uncircumcised,"absorbable, dph, penile, hypospadias, braided, boys, urethral, monofilament, chordae, uncircumcised"
nct06468241,1,-0.05873399719863013,-0.09370773210205602,sleep ms fatigue music relaxation progressive listening sclerosis analyses multiple,"sleep, ms, fatigue, music, relaxation, progressive, listening, sclerosis, analyses, multiple"
nct06491433,1,0.058236016080182994,-0.02128566495859667,sphygmomanometer h2 bp auscultatory pressure blood measurements wrist aneroid measurers,"sphygmomanometer, h2, bp, auscultatory, pressure, blood, measurements, wrist, aneroid, measurers"
nct06544486,4,-0.030142214546690464,0.04648674645144363,restorative materials usphs teeth molars caries lurasidone 18th charlie 36th,"restorative, materials, usphs, teeth, molars, caries, lurasidone, 18th, charlie, 36th"
nct06691646,2,-0.02484022943378936,-0.13880460126954025,recogneyes gaze training antisaccade control oculomotor changes task brain researchers,"recogneyes, gaze, training, antisaccade, control, oculomotor, changes, task, brain, researchers"
nct06609785,2,0.018663813232566478,-0.10526122117542658,vesicles cat hiit mirna hrmax extracellular evs insecurity cycling minutes,"vesicles, cat, hiit, mirna, hrmax, extracellular, evs, insecurity, cycling, minutes"
nct06699069,1,-0.016663231275348946,-0.020683285049099005,irisin rats thyroid hormone adipose creative fndc5 stoma adipocyte thermogenesis,"irisin, rats, thyroid, hormone, adipose, creative, fndc5, stoma, adipocyte, thermogenesis"
nct06461871,2,-0.028586113659198734,-0.14023637290823066,millets curls fitness repetitions security raise include glycemic type parametric,"millets, curls, fitness, repetitions, security, raise, include, glycemic, type, parametric"
nct06575933,8,0.11994864042673839,-0.020739275724541904,midazolam digoxin 1084 mk healthy abbvie methotrexate happens inf dohme,"midazolam, digoxin, 1084, mk, healthy, abbvie, methotrexate, happens, inf, dohme"
nct06400459,7,0.11491691768157657,0.018733570729605364,1001 ivw eyelid wipe ophthalmic ded vehicle masked eye subjects,"1001, ivw, eyelid, wipe, ophthalmic, ded, vehicle, masked, eye, subjects"
nct06692985,3,-0.01446939806052825,0.04196276175062092,africa leishmaniasis leishmania species lc cutaneous saharan west mali cases,"africa, leishmaniasis, leishmania, species, lc, cutaneous, saharan, west, mali, cases"
nct06646068,1,-0.0462381787817938,-0.1031951778335547,judgment philips competence cbl 66 students lcjr lasater brainstorming philippines,"judgment, philips, competence, cbl, 66, students, lcjr, lasater, brainstorming, philippines"
nct06699225,1,-0.06396230567538375,-0.044685710076900344,osteoporosis knowledge puj pediatric physicians pm spatulation orthopedics pediatrics ureter,"osteoporosis, knowledge, puj, pediatric, physicians, pm, spatulation, orthopedics, pediatrics, ureter"
nct06451094,4,-0.04520477456033701,0.05675153007349102,capacitive resistive carpal tecar tunnel irisin therapy transfer cts underweight,"capacitive, resistive, carpal, tecar, tunnel, irisin, therapy, transfer, cts, underweight"
nct06525051,3,-0.014090452191333596,0.05253021018980999,tiotropium copd pupil chamber mesopic intraocular diameters photopic acting anterior,"tiotropium, copd, pupil, chamber, mesopic, intraocular, diameters, photopic, acting, anterior"
nct06607354,1,0.03606960600284823,-0.03703086381863959,lamb meat finished grass consuming tranexamic concentrate omega acid functioning,"lamb, meat, finished, grass, consuming, tranexamic, concentrate, omega, acid, functioning"
nct06669481,3,-0.025001807356499994,0.09449550448769219,mibg 131i ppgls scintigraphy arv intraoperative arousal sbp map tumor,"mibg, 131i, ppgls, scintigraphy, arv, intraoperative, arousal, sbp, map, tumor"
nct06486870,6,0.01849332011482128,0.043175882602756156,pcos cc ovulation ovarian lod drilling letrozole resistant clomiphene women,"pcos, cc, ovulation, ovarian, lod, drilling, letrozole, resistant, clomiphene, women"
nct06674746,1,-0.06682885038435904,-0.12369545441893691,addiction internet media hrr cumhuriyet radiation students social meldonium zahedan,"addiction, internet, media, hrr, cumhuriyet, radiation, students, social, meldonium, zahedan"
nct06604429,2,0.00894451250578629,-0.0718287719187942,girls botulinum adolescent games reality neurotoxin virtual nrl001 m2 bell,"girls, botulinum, adolescent, games, reality, neurotoxin, virtual, nrl001, m2, bell"
nct06673173,0,-0.020104139957662703,0.0885093536604125,quadrilateral bar implant mandibular linear overdenture baricitinib peri marginal bone,"quadrilateral, bar, implant, mandibular, linear, overdenture, baricitinib, peri, marginal, bone"
nct06600256,3,0.00022865882630601568,0.04048519974701364,hcm viz workflow pilot ecg puffs neuroglove suspected viewed incoming,"hcm, viz, workflow, pilot, ecg, puffs, neuroglove, suspected, viewed, incoming"
nct06606964,2,-0.03524541092208941,-0.0018144182912569753,football varum genu players extremity lower alignment mechanisms adductor abductor,"football, varum, genu, players, extremity, lower, alignment, mechanisms, adductor, abductor"
nct06588062,1,-0.031165956743026038,-0.10356667675724095,asd oral pecs children autism picture health hygiene brushing pi,"asd, oral, pecs, children, autism, picture, health, hygiene, brushing, pi"
nct06523088,8,0.355260696623959,-0.03731288711842454,pn20 ounces enrollment history system drugs vaccines intracorneal cymenol qtcb,"pn20, ounces, enrollment, history, system, drugs, vaccines, intracorneal, cymenol, qtcb"
nct06602895,2,-0.04672809958598728,-0.0796844971299154,kho functional players training subcision intensive movement national performance strength,"kho, functional, players, training, subcision, intensive, movement, national, performance, strength"
nct06627725,1,-0.07427611146878939,-0.06895974402171105,relatives patient cicu rethink relative anxiety depression voice csbm emotional,"relatives, patient, cicu, rethink, relative, anxiety, depression, voice, csbm, emotional"
nct06662331,4,-0.014907680468837094,0.07957685230613176,neurosensorial osteotomy defect osteotomies incision ramus split medial recovery epkerr,"neurosensorial, osteotomy, defect, osteotomies, incision, ramus, split, medial, recovery, epkerr"
nct06427655,5,-0.04575776044996884,0.01572359925029459,intubation salad cpr compressions chest suction airway laryngoscope regurgitation manager,"intubation, salad, cpr, compressions, chest, suction, airway, laryngoscope, regurgitation, manager"
nct06709625,4,-0.04317162215225961,0.18650344476160213,plane block extubation erector transversus spinae artery coronary muscle bps,"plane, block, extubation, erector, transversus, spinae, artery, coronary, muscle, bps"
nct06409546,1,-0.003522764760932807,0.027489171641036453,tocopherol mrnoj osteonecrosis pentoxifilline jaws topical mronj prevention catania pentoxifylline,"tocopherol, mrnoj, osteonecrosis, pentoxifilline, jaws, topical, mronj, prevention, catania, pentoxifylline"
nct06666478,4,-0.10667055621074133,-0.0867939136029079,pain work employees neck exercise mood disability scale workers job,"pain, work, employees, neck, exercise, mood, disability, scale, workers, job"
nct06687954,2,-0.038812965958383044,-0.026976682645291915,gesture cai ankle basket semg pll plb sporting basketball musculature,"gesture, cai, ankle, basket, semg, pll, plb, sporting, basketball, musculature"
nct06522113,3,0.03401133340170546,0.04255601144460563,ischemic aspirin stroke cilostazol tia hemorrhagic minor clopidogrel event vascular,"ischemic, aspirin, stroke, cilostazol, tia, hemorrhagic, minor, clopidogrel, event, vascular"
nct06625086,4,-0.10237589636668244,-0.03508140272218935,pfps patellofemoral pain somatic web phq remote squatting kneeling knee,"pfps, patellofemoral, pain, somatic, web, phq, remote, squatting, kneeling, knee"
nct06443775,3,0.04601087873760523,-0.002249871219384414,eye dry nge ud drops tears emulsion ded preservative osdi,"eye, dry, nge, ud, drops, tears, emulsion, ded, preservative, osdi"
nct06437756,2,-0.03471834241754842,-0.033484541449430895,theraband coronary strength artery resistance dynamometry cad training ejection muscle,"theraband, coronary, strength, artery, resistance, dynamometry, cad, training, ejection, muscle"
nct06590129,3,-0.03947612169732587,0.03445777584910475,hydrodissection carpal tunnel rehabilitation pretend optiblue maastricht vs symfony tecnis,"hydrodissection, carpal, tunnel, rehabilitation, pretend, optiblue, maastricht, vs, symfony, tecnis"
nct06685081,4,-0.07731748318886897,0.11652893258204858,pain dexmedetomidine back 30w dxm relief pedaling affection persistent menoufia,"pain, dexmedetomidine, back, 30w, dxm, relief, pedaling, affection, persistent, menoufia"
nct06648356,2,-0.05205384761701429,-0.026476919533618953,basketball hamstring nmes crpnf pnf players stretching flexibility young neuromuscular,"basketball, hamstring, nmes, crpnf, pnf, players, stretching, flexibility, young, neuromuscular"
nct06724120,3,0.002808733404739932,0.08120855387483739,sepsis west mortality prediction sichuan research prognosis million series china,"sepsis, west, mortality, prediction, sichuan, research, prognosis, million, series, china"
nct06565832,2,-0.008806831730018658,-0.11102795267464757,face test chester brompton exercise cf pinch completed royal testing,"face, test, chester, brompton, exercise, cf, pinch, completed, royal, testing"
nct06646393,6,-0.03034084485571108,-0.027706317250636794,breastfeeding skin contact paternal babies cesarean mothers section prevents postpartum,"breastfeeding, skin, contact, paternal, babies, cesarean, mothers, section, prevents, postpartum"
nct06523907,1,-0.08619203315948458,-0.09589548346024264,paramedics healthcare nursing care education basic primary settings health organizations,"paramedics, healthcare, nursing, care, education, basic, primary, settings, health, organizations"
nct06479798,3,-0.02439988378143143,0.0975087017972765,tbna ebus staging fdg pet lung lymphadenopathy ct mediastinal diagnostic,"tbna, ebus, staging, fdg, pet, lung, lymphadenopathy, ct, mediastinal, diagnostic"
nct06457711,1,0.08037013408733643,-0.02615439710756633,diet fade ketogenic hypertension stimulation intermittent menopausal fasting bp sapienza,"diet, fade, ketogenic, hypertension, stimulation, intermittent, menopausal, fasting, bp, sapienza"
nct06539897,6,-0.04225666419598773,-0.1054568107245766,floor pelvic berman sexual women orgasm swimmers life age old,"floor, pelvic, berman, sexual, women, orgasm, swimmers, life, age, old"
nct06478004,4,-0.020607919177843673,0.046125134490170756,templates restoration custom printed teeth carious resin 3d composite anterior,"templates, restoration, custom, printed, teeth, carious, resin, 3d, composite, anterior"
nct06401096,3,-0.02511429688487019,0.08553295459003075,eto2 preoxygenation 85 preoperative ori patients reach preoxygenated timer oxygen,"eto2, preoxygenation, 85, preoperative, ori, patients, reach, preoxygenated, timer, oxygen"
